Source_Database_Code,PatientID,PatientFirstName,PatientMiddleName,PatientLastName,PatientAddress,PatientAddress2,PatientCity,PatientState,PatientZip,PatientDOB,PatientPhone,PatientGender,ResponsiblePartyFirstName,ResponsiblePartyMiddleName,ResponsiblePartyLastName,ResponsiblePartyAddress,ResponsiblePartyAddress2,ResponsiblePartyCity,ResponsiblePartyState,ResponsiblePartyZip,ResponsiblePartyPhone,PatientSSN,PatientSuffix,PatientCellPhone,ResponsiblePartySSN,ResponsiblePartySuffix,ResponsiblePartyCellPhone,ResponsiblePartyDOB,Imagine_Propensity_to_Pay_Grade,Imagine_Propensity_to_Pay_Description,Bad_Address_Indicator,PatientRace,PatientEthnicity,patEmail,tbl_Refresh_Date,PatientPhone_norm,ResponsiblePartyPhone_norm,PatientCellPhone_norm,ResponsiblePartyCellPhone_norm,_phone_institutional_flag,_pk_composite
RADZ,1003223,EDWARD,J,JACKSON,6521 SUNSET CT,,TAMPA,FL,33601,1944-01-25,(813)913-8534,M,EDWARD,J,JACKSON,6531 CHURCH DR,,ST PETE,FL,33701,(813)772-8135,999-81-1477,,,999-81-1477,,,1944-01-25,A,Very High,1.0,,,EDWARDJAC518@AOL.COM,2026-05-01,8139138534,8137728135,,,False,RADZ:1003223
RASFA,1003227,JAMES,L,BAKER,6710 PARK LN,,HOUSTON,TX,77001,1960-11-04,(713)661-7656,M,JAMES,L,BAKER,6112 SPRING PL,,HOUSTON,TX,77001,(713)661-7656,,,,,,,1960-11-04,F,,1.0,White,,JAMESBAK678@AOL.COM,2026-05-01,7136617656,7136617656,,,False,RASFA:1003227
ACR,1003231,JOHN,,ALLEN,8862 OAK BLVD,APT 274,COLUMBUS,OH,43201,1945-04-02,(513)703-6727,M,JOHN,,ALLEN,5603 RIVER CT,,DAYTON,OH,45401,(513)703-6727,999-11-9759,,,999-11-9759,,,,,,0.0,,,,2026-05-01,5137036727,5137036727,,,False,ACR:1003231
RADK,1003233,WILLIAM,D,BAKER,5215 LAKE CIR,,AUGUSTA,GA,30901,1969-11-11,(478)252-7787,M,WILLIAM,D,BAKER,3095 MAPLE ST,,SAVANNAH,GA,31401,(478)252-7787,999-50-1936,,,999-50-1936,,,1950-02-15,,,0.0,American Indian,,,2026-05-01,4782527787,4782527787,,,False,RADK:1003233
CRC,1003235,SHIRLEY,W,CAMPBELL,122 MAPLE AVE,,CLEVELAND,OH,44101,1992-10-23,(216)905-9242,F,SHIRLEY,W,CAMPBELL,1741 LAKE DR,,DAYTON,OH,45401,(513)630-2689,,,,999-42-3874,,,1992-10-23,D,,0.0,,,SHIRLEYCAM295@GMAIL.COM,2026-05-01,2169059242,5136302689,,,False,CRC:1003235
RADI2,1003237,BETTY,H,WHITE,3369 SPRING PL,,DAYTON,OH,45401,1983-06-26,(419)671-2948,F,BETTY,H,WHITE,1064 PINE DR,,CLEVELAND,OH,44101,(419)671-2948,,,,,,,1993-08-15,,,0.0,White,,,2026-05-01,4196712948,4196712948,,,False,RADI2:1003237
MRB,1003241,THOMAS,C,CAMPBELL,7399 MAIN AVE,,NASHVILLE,TN,37201,1990-03-17,(931)927-7091,M,THOMAS,C,CAMPBELL,2567 LAKE LN,,MOUNT JULIET,TN,37122,(931)927-7091,999-29-3644,,,,,,1990-03-17,,,0.0,,,,2026-05-01,9319277091,9319277091,,,False,MRB:1003241
RADG,1003244,MICHAEL,,TAYLOR,4706 OAK RD,,NASHVILLE,TN,37201,1979-01-24,(615)879-9960,M,MICHAEL,,TAYLOR,2958 RIVER DR,,NASHVILLE,TN,37201,(865)896-8511,,,,,,,1979-01-24,,,0.0,White,,MICHAELTAY833@HOTMAIL.COM,2026-05-01,6158799960,8658968511,,,False,RADG:1003244
GRH,1003246,DOROTHY,N,ALLEN,5846 SCHOOL WAY,,SAVANNAH,GA,31401,2000-02-06,(678)635-1179,F,DOROTHY,N,ALLEN,538 AMANA LN,APT 304,ATHENS,GA,30601,(678)635-1179,999-97-7230,,,999-97-7230,,,2000-02-06,,,0.0,,,,2026-05-01,6786351179,6786351179,,,False,GRH:1003246
RADT,1003247,SUSAN,G,YOUNG,6026 SCHOOL RD,,DAYTON,OH,45401,1985-06-09,(216)547-4586,F,SUSAN,G,YOUNG,780 AMANA WAY,,DAYTON,OH,45401,(216)985-7997,,,,999-24-7503,,,1985-06-09,E,Low,0.0,White,,,2026-05-01,2165474586,2169857997,,,False,RADT:1003247
RADG,1003251,JAMES,,THOMPSON,9411 CEDAR AVE,,LEBANON,TN,37087,1954-07-19,(615)684-9744,M,JAMES,,THOMPSON,1333 AMANA DR,,MOUNT JULIET,TN,37122,(615)684-9744,,,,999-19-5080,,,1954-07-19,,,,,,,2026-05-01,6156849744,6156849744,,,False,RADG:1003251
RADY,1003253,ROBERT,S,ADAMS,9628 SUNSET CIR,,DAYTON,OH,45401,1983-08-28,,M,ROBERT,S,ADAMS,9945 MAPLE LN,,TOLEDO,OH,43601,,,,,999-16-4862,,,1983-08-28,,,0.0,,,,2026-05-01,,,,,False,RADY:1003253
RADT,1003256,JOHN,,HERNANDEZ,189 RIVER DR,,COLUMBUS,OH,43201,1999-02-02,(216)572-4782,M,JOHN,,HERNANDEZ,551 SCHOOL CIR,,CLEVELAND,OH,44101,(216)572-4782,999-39-5267,,,999-39-5267,,,1999-02-02,C,,0.0,White,Not Hispanic,,2026-05-01,2165724782,2165724782,,,False,RADT:1003256
TRI,1003257,PAUL,S,CAMPBELL,463 LAKE ST,,NASHVILLE,TN,37201,1975-09-28,(423)996-6914,M,PAUL,S,CAMPBELL,9019 HILL CIR,,FRANKLIN,TN,37064,(423)996-6914,,,,999-48-9000,,,1975-09-28,E,Low,,White,Not Hispanic,,2026-05-01,4239966914,4239966914,,,False,TRI:1003257
RADL,1003258,ELIZABETH,R,DAVIS,7030 ELM RD,APT 424,NASHVILLE,TN,37201,1960-05-20,,F,ELIZABETH,R,DAVIS,6489 SPRING LN,,KNOXVILLE,TN,37902,,,,,,,,1960-05-20,D,Medium,0.0,White,,,2026-05-01,,,,,False,RADL:1003258
TRI,1003262,WILLIAM,,THOMPSON,5663 MAIN RD,,LEBANON,TN,37087,1968-06-02,,M,WILLIAM,,THOMPSON,9639 SCHOOL DR,,MOUNT JULIET,TN,37122,(865)737-1161,,,,999-43-7143,,,1968-06-02,E,,,,,,2026-05-01,,8657371161,,,False,TRI:1003262
TRI,1003265,DONNA,,MOORE,2543 ELM RD,,NASHVILLE,TN,37201,1995-10-10,(931)604-3640,F,DONNA,,MOORE,8366 SUNSET BLVD,,KNOXVILLE,TN,37902,(931)604-3640,,,,,,,1995-10-10,,,0.0,,,,2026-05-01,9316043640,9316043640,,,False,TRI:1003265
RADI,1003268,LINDA,,MOORE,2547 AMANA ST,,AUGUSTA,GA,30901,1975-12-19,(678)977-2597,F,LINDA,,MOORE,9599 SPRING LN,,COLUMBUS,GA,31901,,999-45-6007,,,999-87-5380,,,1975-12-19,F,,0.0,Asian,,,2026-05-01,6789772597,,,,False,RADI:1003268
RADZ,1003269,MELISSA,,LOPEZ,4726 SPRING WAY,,ST PETE,FL,33701,1995-04-18,(954)786-7934,F,MELISSA,,LOPEZ,5834 PINE DR,,ORLANDO,FL,32801,(904)913-7649,,,,999-41-8639,,,2002-01-19,,,0.0,,,,2026-05-01,9547867934,9049137649,,,False,RADZ:1003269
RADQ,1003270,HELEN,V,HERNANDEZ,7513 LAKE LN,,NORTH LAS VEGAS,NV,89030,1952-11-16,(702)750-1802,F,HELEN,V,HERNANDEZ,7064 RIVER PL,,NORTH LAS VEGAS,NV,89030,(702)750-1802,,,,,,,1952-04-28,,,0.0,,Not Hispanic,HELENHER703@GMAIL.COM,2026-05-01,7027501802,7027501802,,,False,RADQ:1003270
RADM,1003271,JAMES,D,RIVERA,422 PINE DR,APT 341,HOUSTON,TX,77001,1962-01-17,(512)691-3425,M,JAMES,D,RIVERA,7924 CHURCH ST,,PLANO,TX,75023,(512)691-3425,999-24-1387,,,999-81-9915,,,1962-01-17,,,0.0,Hispanic,,JAMESRIV335@YAHOO.COM,2026-05-01,5126913425,5126913425,,,False,RADM:1003271
TRI,1003274,LARRY,E,DAVIS,3447 PINE LN,,FRANKLIN,TN,37064,1958-09-30,(423)553-3964,M,LARRY,E,DAVIS,3153 LAKE RD,APT 442,KNOXVILLE,TN,37902,(423)553-3964,999-46-8401,,,999-46-8401,,,1958-09-30,,,0.0,,,,2026-05-01,4235533964,4235533964,,,False,TRI:1003274
MRB,1003276,KAREN,L,BAKER,8853 CHURCH AVE,,NASHVILLE,,37201,1975-08-20,(865)511-3003,F,KAREN,L,BAKER,6817 MAIN AVE,,FRANKLIN,TN,37064,(865)820-3879,,,,999-79-1038,,,1975-08-20,,,0.0,,,,2026-05-01,8655113003,8658203879,,,False,MRB:1003276
RADL,1003280,ANGELA,K,NELSON,9619 LAKE DR,,MOUNT JULIET,TN,37122,2004-02-12,(865)716-8421,F,ANGELA,K,NELSON,6693 AMANA CT,APT 135,NASHVILLE,TN,37201,(901)490-1238,,,,,,,2004-02-12,B,,,,,,2026-05-01,8657168421,9014901238,,,False,RADL:1003280
RASFA,1003283,ELIZABETH,H,GONZALEZ,5305 CEDAR PL,,DALLAS,TX,75201,1994-06-27,(512)706-8428,F,ELIZABETH,H,GONZALEZ,1737 CHURCH CIR,,AUSTIN,TX,78701,(214)429-1098,,,,999-49-2229,,,1994-06-27,,,0.0,,,,2026-05-01,5127068428,2144291098,,,False,RASFA:1003283
SAPA,1003287,SARAH,P,PEREZ,7646 LAKE RD,,FORT WORTH,TX,76101,1995-09-17,(817)235-2119,F,SARAH,P,PEREZ,5260 HILL WAY,,FORT WORTH,TX,76101,(817)235-2119,999-65-4012,,,999-65-4012,,,1949-09-10,C,,0.0,,,,2026-05-01,8172352119,8172352119,,,False,SAPA:1003287
RADE,1003288,PATRICIA,,DAVIS,981 OAK BLVD,,TAMPA,FL,33601,1965-11-13,(305)283-0436,F,PATRICIA,,DAVIS,4259 AMANA CT,,TAMPA,FL,33601,(904)721-1688,,,,999-60-4320,,,1968-06-07,C,,0.0,White,,,2026-05-01,3052830436,9047211688,,,False,RADE:1003288
RADU,1003290,JAMES,M,GONZALEZ,7377 PARK BLVD,APT 465,ST PETE,FL,33701,1954-11-16,(561)464-5454,M,JAMES,M,GONZALEZ,6875 RIVER RD,,ST PETE,FL,33701,,,,,999-45-9980,,,1954-11-16,C,,0.0,,,,2026-05-01,5614645454,5614645454,,,False,RADU:1003290
RADN,1003293,MELISSA,G,HILL,2501 HILL WAY,,CLEVELAND,OH,44101,1958-12-30,(216)615-5880,F,MELISSA,G,HILL,7016 OAK CT,,COLUMBUS,OH,43201,(216)615-5880,,,,999-66-7157,,,1958-12-30,A,Very High,0.0,White,Not Hispanic,,2026-05-01,2166155880,2166155880,,,False,RADN:1003293
SMED,1003296,DANIEL,,TORRES,4592 PINE PL,,PLANO,TX,75023,1957-06-13,(512)319-7716,M,DANIEL,,TORRES,5906 CEDAR CT,,HOUSTON,TX,77001,(512)319-7716,999-18-7427,,,999-18-7427,,,1957-06-13,,,0.0,,,DANIELTOR310@AOL.COM,2026-05-01,5123197716,5123197716,,,False,SMED:1003296
GSIA,1003300,SHARON,B,HALL,9282 MAIN PL,,FORT WORTH,TX,76101,1948-01-24,(210)560-4778,F,SHARON,B,HALL,5897 MAIN DR,,DALLAS,TX,75201,(214)781-2787,,,,,,(210)700-5469,1948-01-24,,,1.0,Black or African American,,SHARONHAL724@YAHOO.COM,2026-05-01,2105604778,2147812787,,2107005469,False,GSIA:1003300
IAI,1003304,JOSEPH,,GREEN,3601 PINE AVE,APT 225,HOUSTON,TX,77001,2008-03-08,(817)277-2894,M,JOSEPH,,GREEN,9600 RIVER PL,,HOUSTON,TX,77001,(214)979-7922,999-16-8096,,,999-84-2451,,,2008-03-08,F,Very Low,0.0,White,,,2026-05-01,8172772894,2149797922,,,False,IAI:1003304
WRAD,1003305,THOMAS,,GREEN,6794 ELM DR,,LAS VEGAS,NV,89101,1957-02-15,(725)768-7933,M,THOMAS,,GREEN,6522 ELM PL,,RENO,NV,89501,(702)910-3013,999-70-9379,,,999-70-9379,,,1982-06-18,E,,,,,,2026-05-01,7257687933,7029103013,,,False,WRAD:1003305
RADI2,1003308,ANGELA,,ANDERSON,7723 ELM BLVD,,TOLEDO,OH,43601,1978-11-02,(330)801-2999,F,ANGELA,,ANDERSON,8358 ELM RD,,AKRON,OH,44301,(330)606-9484,,,,,,,1945-01-05,C,,0.0,White,,,2026-05-01,3308012999,3306069484,,,False,RADI2:1003308
ESR,1003309,RUTH,,HARRIS,422 MAIN BLVD,,JACKSONVILLE,FL,32099,1994-04-27,(954)400-2237,F,RUTH,,HARRIS,7337 MAPLE LN,,ORLANDO,FL,32801,(407)831-7876,,,,,,,1942-02-09,C,,,Hispanic,,,2026-05-01,9544002237,4078317876,,,False,ESR:1003309
IAI,1003313,TIMOTHY,R,LOPEZ,8775 CHURCH WAY,,SAN ANTONIO,TX,78201,1950-04-03,(972)493-4216,M,TIMOTHY,R,LOPEZ,8200 MAIN WAY,,AUSTIN,TX,78701,(972)493-4216,999-67-5988,,,999-33-9834,,,1950-04-03,C,Medium-High,0.0,,Not Hispanic,,2026-05-01,9724934216,9724934216,,,False,IAI:1003313
IAI,1003317,DONALD,,BROWN,7948 MAIN PL,,FORT WORTH,TX,76101,1952-11-02,(713)938-6256,M,DONALD,,BROWN,7515 CHURCH CT,,HOUSTON,TX,77001,(817)405-8821,999-11-1816,,,999-11-1816,,,2006-03-25,,,0.0,White,,DONALDBRO448@HOTMAIL.COM,2026-05-01,7139386256,8174058821,,,False,IAI:1003317
ESR,1003320,BARBARA,T,JACKSON,2696 PARK CIR,,JACKSONVILLE,FL,32099,1998-01-10,(407)704-5908,F,BARBARA,T,JACKSON,6027 PINE BLVD,APT 438,TAMPA,FL,33601,(407)704-5908,999-89-8421,,,999-89-8421,,,1998-01-10,,,0.0,,,,2026-05-01,4077045908,4077045908,,,False,ESR:1003320
RADO,1003323,BRIAN,R,FLORES,3926 PINE CT,,MIAMI,FL,33101,1948-05-31,(813)441-1723,M,BRIAN,R,FLORES,9121 ELM CT,,MIAMI,FL,33101,(305)632-2993,,,,,,,1948-05-31,D,Medium,0.0,White,,,2026-05-01,8134411723,3056322993,,,False,RADO:1003323
RADI,1003326,MICHAEL,J,BROWN,6747 CEDAR CT,,MACON,GA,31201,1952-12-20,(770)841-1269,M,MICHAEL,J,BROWN,7503 SUNSET WAY,,ATLANTA,GA,30301,(404)475-2916,,,(478)320-8236,,,,1952-12-20,F,,0.0,,,MICHAELBRO785@YAHOO.COM,2026-05-01,7708411269,4044752916,4783208236,,False,RADI:1003326
RADS,1003329,DOROTHY,E,WILLIAMS,9177 RIVER LN,,KNOXVILLE,TN,37902,1986-09-15,(423)474-3470,F,DOROTHY,E,WILLIAMS,2111 CHURCH CIR,,LEBANON,TN,37087,(423)474-3470,,,,,,,1986-09-15,E,,1.0,White,,DOROTHYWIL517@GMAIL.COM,2026-05-01,4234743470,4234743470,,,False,RADS:1003329
RADX,1003333,KAREN,,ROBINSON,7848 MAIN RD,APT 64,SAN ANTONIO,TX,78201,2004-10-10,(512)363-3789,F,KAREN,,ROBINSON,9571 RIVER DR,,PLANO,TX,75023,(512)363-3789,,,,,,,2004-10-10,,,0.0,,,KARENROB781@GMAIL.COM,2026-05-01,5123633789,5123633789,,,False,RADX:1003333
RADD,1003336,ANGELA,B,CARTER,8228 PARK CIR,,MACON,GA,31201,1962-12-07,(478)467-4294,F,ANGELA,B,CARTER,1827 ELM AVE,,MACON,GA,31201,,,,,,,,1962-12-07,D,,0.0,,,ANGELACAR807@OUTLOOK.COM,2026-05-01,4784674294,,,,False,RADD:1003336
CIRPA,1003340,SHIRLEY,C,GREEN,1132 OAK ST,APT 463,JACKSONVILLE,FL,32099,1981-09-27,,F,SHIRLEY,C,GREEN,3535 ELM CIR,,ST PETE,FL,33701,,999-82-2637,,,999-82-2637,,,1981-09-27,C,,0.0,,,,2026-05-01,,,,,False,CIRPA:1003340
GSIA,1003342,CAROL,R,HALL,3387 HILL WAY,,SAN ANTONIO,TX,78201,2006-03-14,,F,CAROL,R,HALL,6626 CHURCH RD,APT 359,SAN ANTONIO,TX,78201,,,,,,,,,C,Medium-High,,Black or African American,,CAROLHAL437@GMAIL.COM,2026-05-01,,,,,False,GSIA:1003342
RADY,1003344,MICHELLE,A,JOHNSON,912 LAKE DR,,AKRON,OH,44301,1957-08-01,(419)215-2095,F,MICHELLE,A,JOHNSON,9725 PARK WAY,,CINCINNATI,OH,45201,(419)215-2095,,,,,,,1957-08-01,C,Medium-High,0.0,,,,2026-05-01,4192152095,4192152095,,,False,RADY:1003344
RADI2,1003346,KIMBERLY,K,MARTIN,568 MAIN LN,APT 211,CINCINNATI,OH,45201,1947-04-22,(330)356-1559,F,KIMBERLY,K,MARTIN,5298 SPRING RD,,AKRON,OH,44301,(330)356-1559,,,,,,,1987-02-01,B,High,0.0,,,,2026-05-01,3303561559,3303561559,,,False,RADI2:1003346
NRA,1003348,JOSE,,HALL,1137 SCHOOL RD,,KNOXVILLE,TN,37902,1997-06-17,(615)905-3800,M,JOSE,,HALL,9212 SUNSET BLVD,,NASHVILLE,TN,37201,(931)589-4328,,,,,,,1997-06-17,B,,,White,,,2026-05-01,6159053800,9315894328,,,False,NRA:1003348
WRAD,1003349,RICHARD,V,BAKER,4573 CHURCH PL,,RENO,NV,89501,1974-01-27,(775)214-7106,M,RICHARD,V,BAKER,5004 SPRING ST,,LAS VEGAS,,89101,(702)818-3348,999-62-3734,,,999-62-3734,,,1974-01-27,,,0.0,White,,RICHARDBAK785@AOL.COM,2026-05-01,7752147106,7028183348,,,False,WRAD:1003349
SAPA,1003350,WILLIAM,E,SMITH,7604 OAK PL,,PLANO,TX,75023,1961-11-01,(972)651-6960,M,WILLIAM,E,SMITH,4184 PINE PL,,HOUSTON,TX,77001,(817)451-2169,,,,,,,1996-04-07,,,0.0,White,,,2026-05-01,9726516960,8174512169,,,False,SAPA:1003350
RADD,1003353,SHIRLEY,K,RICE,253 SPRING ST,,ATHENS,GA,30601,1976-10-16,(770)313-9094,F,SHIRLEY,K,RICE,4686 SUNSET PL,,MACON,GA,31201,(770)313-9094,999-71-7675,,,999-71-7675,,,1964-10-06,,,0.0,White,,,2026-05-01,7703139094,7703139094,,,False,RADD:1003353
SMED,1003355,LAURA,V,LOPEZ,4466 ELM CT,APT 263,FORT WORTH,TX,76101,1992-05-07,(512)367-0038,F,LAURA,V,LOPEZ,5308 MAPLE ST,,HOUSTON,TX,77001,(512)367-0038,999-68-8172,,,999-68-8172,,,1958-11-07,E,Low,0.0,Asian,,LAURALOP270@YAHOO.COM,2026-05-01,5123670038,5123670038,,,False,SMED:1003355
RASFA,1003356,NANCY,D,WILSON,2958 OAK AVE,,DALLAS,TX,75201,1983-08-16,(817)235-1738,F,NANCY,D,WILSON,326 CEDAR PL,,PLANO,TX,75023,(210)654-9874,,,(214)895-1283,,,,1983-08-16,,,1.0,,Not Hispanic,,2026-05-01,8172351738,2106549874,2148951283,,False,RASFA:1003356
RADE,1003357,ANGELA,,SANCHEZ,399 CHURCH PL,,ORLANDO,FL,32801,1945-12-06,(561)848-3847,F,ANGELA,,SANCHEZ,7951 SPRING CIR,,JACKSONVILLE,FL,32099,(561)848-3847,999-46-9558,,,,,,1945-12-06,B,High,0.0,White,,ANGELASAN928@HOTMAIL.COM,2026-05-01,5618483847,5618483847,,,False,RADE:1003357
RADP,1003360,JENNIFER,,THOMAS,7049 ELM DR,,MACON,GA,31201,1987-04-27,(478)443-0940,F,JENNIFER,,THOMAS,7666 PARK DR,,ATHENS,GA,30601,(404)940-4129,999-17-9455,,,999-17-9455,,,1987-04-27,C,,0.0,,,,2026-05-01,4784430940,4049404129,,,False,RADP:1003360
RADB,1003361,LINDA,,ANDERSON,8782 RIVER CT,,DALLAS,TX,75201,1976-09-25,,F,LINDA,,ANDERSON,1297 OAK ST,,PLANO,TX,75023,,999-75-6965,,,999-75-6965,,,1976-09-25,,,1.0,,,,2026-05-01,,,,,False,RADB:1003361
RADU,1003364,KEVIN,L,HILL,2666 PINE ST,,MIAMI,FL,33101,1970-04-04,(954)804-7361,M,KEVIN,L,HILL,3725 PINE CIR,APT 370,JACKSONVILLE,FL,32099,,,,,,,,1970-04-04,A,Very High,,White,,,2026-05-01,9548047361,,,,False,RADU:1003364
RADL,1003365,JESSICA,P,WILSON,669 PARK AVE,,NASHVILLE,TN,37201,1986-01-24,(901)739-1710,F,JESSICA,P,WILSON,9481 CEDAR CT,,LEBANON,TN,37087,,999-74-4185,,,999-14-2868,,,1986-01-24,,,1.0,,,,2026-05-01,9017391710,9016639809,,,False,RADL:1003365
RADR,1003366,RONALD,,HARRIS,4482 LAKE RD,,FRANKLIN,TN,37064,1957-09-02,(931)532-8214,M,RONALD,,HARRIS,3365 PARK WAY,,NASHVILLE,TN,37201,(931)532-8214,,,,,,,1957-09-02,,,,,,,2026-05-01,9315328214,9315328214,,,False,RADR:1003366
RADF,1003367,DANIEL,B,SMITH,3454 PARK CIR,,NORTH LAS VEGAS,NV,89030,1951-09-29,(775)528-1619,M,DANIEL,B,SMITH,426 MAPLE CIR,,CARSON CITY,NV,89701,(775)528-1619,,,,,,,1990-12-05,D,,0.0,,,DANIELSMI919@YAHOO.COM,2026-05-01,7755281619,7755281619,,,False,RADF:1003367
RADO,1003369,DONNA,A,KING,5066 PINE RD,,ORLANDO,FL,32801,1951-04-18,(813)341-1568,F,DONNA,A,KING,2758 MAIN AVE,,ORLANDO,FL,32801,(813)341-1568,999-22-4663,,,999-49-4587,,,1951-04-18,E,Low,,,,,2026-05-01,8133411568,8133411568,,,False,RADO:1003369
CIRPA,1003372,KENNETH,F,RODRIGUEZ,5377 ELM LN,,ST PETE,FL,33701,1946-08-23,(904)587-2696,M,KENNETH,F,RODRIGUEZ,257 LAKE PL,APT 38,ST PETE,FL,33701,(904)587-2696,,,(305)381-6490,,,,1959-02-19,E,Low,0.0,,Not Hispanic,,2026-05-01,9045872696,9045872696,3053816490,,False,CIRPA:1003372
ACR,1003375,JENNIFER,,RIVERA,8205 SCHOOL AVE,,CLEVELAND,OH,44101,1973-08-06,(419)701-5564,F,JENNIFER,,RIVERA,4379 CHURCH PL,,TOLEDO,OH,43601,(419)701-5564,,,,,,,1973-08-06,C,Medium-High,0.0,White,,JENNIFERRIV31@GMAIL.COM,2026-05-01,4197015564,4197015564,,,False,ACR:1003375
RADE,1003377,ANTHONY,D,LEWIS,6772 PINE CIR,,FORT LAUDERDALE,FL,33301,1949-06-29,(561)891-7766,M,ANTHONY,D,LEWIS,6640 SCHOOL PL,APT 223,FORT LAUDERDALE,FL,33301,(305)529-0318,999-97-2457,,,999-19-7028,,,1949-06-29,,,0.0,White,Not Hispanic,ANTHONYLEW275@YAHOO.COM,2026-05-01,5618917766,3055290318,,,False,RADE:1003377
IAI,1003381,SUSAN,W,LEWIS,2741 LAKE RD,,AUSTIN,TX,78701,1979-12-30,(713)984-9009,F,SUSAN,W,LEWIS,8170 CEDAR WAY,,SAN ANTONIO,TX,78201,(817)675-7759,999-96-5674,,,999-96-5674,,,1968-01-09,C,,0.0,,Not Hispanic,,2026-05-01,7139849009,8176757759,,,False,IAI:1003381
RADN,1003385,JAMES,L,GARCIA,2207 HILL CT,,COLUMBUS,OH,43201,1956-01-15,(419)548-4895,M,JAMES,L,GARCIA,2261 PINE DR,,TOLEDO,OH,43601,(419)548-4895,999-49-7183,,(419)761-4037,999-49-7183,,,1970-11-27,B,High,,Hispanic,,,2026-05-01,4195484895,4195484895,4197614037,,False,RADN:1003385
RADE,1003387,CYNTHIA,G,JACKSON,7263 OAK WAY,APT 55,ST PETE,FL,33701,1988-08-07,,F,CYNTHIA,G,JACKSON,3897 AMANA RD,,TAMPA,FL,33601,(813)357-4299,999-48-6291,,,,,,1988-08-07,,,0.0,Hispanic,,CYNTHIAJAC638@HOTMAIL.COM,2026-05-01,,8133574299,,,False,RADE:1003387
RADI,1003390,MARIA,D,YOUNG,8323 HILL ST,,SAVANNAH,GA,31401,1966-05-07,(404)581-3524,F,MARIA,D,YOUNG,2251 SUNSET WAY,,AUGUSTA,GA,30901,(404)719-1899,,,,,,,2005-04-01,B,,0.0,,,,2026-05-01,4045813524,4047191899,,,False,RADI:1003390
PXP,1003392,RICHARD,,GARCIA,1470 SCHOOL AVE,,FORT LAUDERDALE,FL,33301,1941-08-13,(813)660-8284,M,RICHARD,,GARCIA,7616 LAKE CIR,,TAMPA,FL,33601,(813)660-8284,999-38-3043,,,999-38-3043,,,1941-08-13,,,0.0,White,,,2026-05-01,8136608284,8136608284,,,False,PXP:1003392
RADC,1003394,LISA,K,WHITE,5638 OAK BLVD,APT 58,CINCINNATI,OH,45201,2000-01-16,(419)982-4265,F,LISA,K,WHITE,6437 LAKE BLVD,,TOLEDO,OH,43601,(419)982-4265,,,,,,,2000-01-16,,,0.0,White,,LISAWHI323@HOTMAIL.COM,2026-05-01,4199824265,4199824265,,,False,RADC:1003394
NRA,1003396,RUTH,,ROBINSON,6725 LAKE LN,,MOUNT JULIET,TN,37122,1960-07-06,(615)410-5304,F,RUTH,,ROBINSON,2391 PINE ST,,LEBANON,TN,37087,(865)671-4229,,,,,,,1960-07-06,F,Very Low,,,,,2026-05-01,6154105304,8656714229,,,False,NRA:1003396
RADH,1003399,RONALD,R,HILL,5415 AMANA WAY,,PLANO,TX,75023,1953-08-20,(972)448-6760,M,RONALD,R,HILL,7764 PARK CT,,PLANO,TX,75023,(210)923-4193,999-91-5217,,,,,,2008-04-13,E,,0.0,White,,,2026-05-01,9724486760,2109234193,,,False,RADH:1003399
RADH,1003402,SUSAN,,SANCHEZ,5106 HILL BLVD,,PLANO,TX,75023,1945-08-01,,F,SUSAN,,SANCHEZ,543 CHURCH DR,,HOUSTON,TX,77001,,999-62-6839,,,999-62-6839,,,1981-01-27,,,,White,,,2026-05-01,,,,,False,RADH:1003402
PMR,1003405,KIMBERLY,,MOORE,6079 LAKE RD,,FRANKLIN,TN,37064,1949-11-14,(865)845-5063,F,KIMBERLY,,MOORE,2815 CEDAR RD,,FRANKLIN,TN,37064,(865)845-5063,,,,,,,1949-11-14,D,Medium,0.0,White,,KIMBERLYMOO860@AOL.COM,2026-05-01,8658455063,8658455063,,,False,PMR:1003405
RADN,1003409,CHRISTOPHER,C,RIVERA,3998 ELM LN,,DAYTON,OH,45401,1994-02-27,(614)992-9153,M,CHRISTOPHER,C,RIVERA,7310 SPRING PL,,AKRON,OH,44301,(614)268-1208,,,,999-40-4420,,,1994-02-27,E,Low,0.0,,,CHRISTOPHERRIV823@YAHOO.COM,2026-05-01,6149929153,6142681208,,,False,RADN:1003409
ACR,1003411,JOSE,,ROBERTS,4708 OAK AVE,APT 448,CLEVELAND,OH,44101,1948-11-01,(614)875-1411,M,JOSE,,ROBERTS,5458 SPRING AVE,,CLEVELAND,OH,44101,(937)244-7393,,,,,,,1948-11-01,,,0.0,,,,2026-05-01,6148751411,9372447393,,,False,ACR:1003411
RADQ,1003412,CHARLES,,HARRIS,4246 SPRING BLVD,,HENDERSON,NV,89002,1962-08-25,(725)299-3718,M,CHARLES,,HARRIS,6399 SUNSET LN,,HENDERSON,NV,89002,(725)299-3718,,,,,,,1943-03-11,,,1.0,White,Not Hispanic,,2026-05-01,7252993718,7252993718,,,False,RADQ:1003412
RADU,1003416,KEVIN,,MOORE,6240 AMANA AVE,,FORT LAUDERDALE,FL,33301,1944-06-10,(904)253-3399,M,KEVIN,,MOORE,1878 MAPLE LN,,ST PETE,FL,33701,,,,,,,,,C,Medium-High,0.0,,,,2026-05-01,9042533399,9042533399,,,False,RADU:1003416
